새티커,원래티커,종목명,시장
LUM,474170,루미르,KOSDAQ
IC,309710,아이티켐,KOSDAQ
JETE,216080,제테마,KOSDAQ
VNO,338220,뷰노,KOSDAQ
HGO,24060,흥구석유,KOSDAQ
NKG,182400,엔케이젠바이오텍코리아,KOSDAQ
TIIE,425040,티이엠씨,KOSDAQ
TGE,219130,타이거일렉,KOSDAQ
QR,405100,큐알티,KOSDAQ
CMG,58820,CMG제약,KOSDAQ
DWD,13120,동원개발,KOSDAQ
AS,211270,AP위성,KOSDAQ
TXR,484810,티엑스알로보틱스,KOSDAQ
CT,402030,코난테크놀로지,KOSDAQ
KNR,199430,케이엔알시스템,KOSDAQ
EZB,353810,이지바이오,KOSDAQ
GNX,95700,제넥신,KOSDAQ
AUB,481070,에이유브랜즈,KOSDAQ
GCW,234690,녹십자웰빙,KOSDAQ
GP,388050,지투파워,KOSDAQ
DCB,176750,듀켐바이오,KOSDAQ
BTM,206640,바디텍메드,KOSDAQ
NRF,380550,뉴로핏,KOSDAQ
VDT,121800,비덴트,KOSDAQ
HNT,299030,하나기술,KOSDAQ
BGE,126600,BGF에코머티리얼즈,KOSDAQ
SRX,42600,새로닉스,KOSDAQ
WBS,289930,웨이비스,KOSDAQ
WNA,377460,위니아에이드,KOSDAQ
JEL,199820,제일일렉트릭,KOSDAQ
PII,452450,피아이이,KOSDAQ
HI,214180,헥토이노베이션,KOSDAQ
HAES,34810,해성산업,KOSDAQ
PPN,371950,풍원정밀,KOSDAQ
UB,221800,유투바이오,KOSDAQ
VWK,100120,뷰웍스,KOSDAQ
DYN,79960,동양이엔피,KOSDAQ
JAM,51980,중앙첨단소재,KOSDAQ
TRV,950250,테라뷰,KOSDAQ
VNG,19010,베뉴지,KOSDAQ
KTA,36030,케이티알파,KOSDAQ
NTM,417010,나노팀,KOSDAQ
WET,457550,우진엔텍,KOSDAQ
TPF,403850,더핑크퐁컴퍼니,KOSDAQ
TBS,51360,토비스,KOSDAQ
POL,41020,폴라리스오피스,KOSDAQ
HBT,78150,HB테크놀러지,KOSDAQ
SHO,65710,서호전기,KOSDAQ
NVT,285490,노바텍,KOSDAQ
DVC,187870,디바이스,KOSDAQ
LCM,394420,리센스메디컬,KOSDAQ
YCC,112290,와이씨켐,KOSDAQ
GSE,382800,지앤비에스 에코,KOSDAQ
ABC,83930,아바코,KOSDAQ
DNS,484120,도우인시스,KOSDAQ
IGL,950140,잉글우드랩,KOSDAQ
SENA,61090,세나테크놀로지,KOSDAQ
AVN,203400,에이비온,KOSDAQ
KZP,36560,KZ정밀,KOSDAQ
SVI,289080,SV인베스트먼트,KOSDAQ
GPS,36190,금화피에스시,KOSDAQ
GENI,123330,제닉,KOSDAQ
DIO,39840,디오,KOSDAQ
ABS,102120,어보브반도체,KOSDAQ
NIB,293580,나우IB,KOSDAQ
IRO,119610,인터로조,KOSDAQ
RFS,474610,RF시스템즈,KOSDAQ
DDS,68930,디지털대성,KOSDAQ
KCS,115500,케이씨에스,KOSDAQ
CSB,297090,씨에스베어링,KOSDAQ
CLIO,237880,클리오,KOSDAQ
EVB,270660,에브리봇,KOSDAQ
NRB,475230,엔알비,KOSDAQ
UBQ,264450,유비쿼스,KOSDAQ
ATN,158430,아톤,KOSDAQ
MPL,259630,엠플러스,KOSDAQ
MTR,118990,모트렉스,KOSDAQ
TKC,104480,티케이케미칼,KOSDAQ
IL,307180,아이엘,KOSDAQ
IFB,115310,인포바인,KOSDAQ
RNT,418420,라온텍,KOSDAQ
GCM,32620,GC메디아이,KOSDAQ
MT,80160,모두투어,KOSDAQ
DN,39560,다산네트웍스,KOSDAQ
JT,950170,JTC,KOSDAQ
ICM,461300,아이스크림미디어,KOSDAQ
MIT,179290,엠아이텍,KOSDAQ
RSA,140670,알에스오토메이션,KOSDAQ
AMS,357580,아모센스,KOSDAQ
GFZH,121440,골프존홀딩스,KOSDAQ
WTF,439090,마녀공장,KOSDAQ
GENO,314130,지놈앤컴퍼니,KOSDAQ
CM,56090,시지메드텍,KOSDAQ
HTF,106190,하이텍팜,KOSDAQ
ANP,123860,아나패스,KOSDAQ
RRB,232680,라온로보틱스,KOSDAQ
TLC,54450,텔레칩스,KOSDAQ
SWO,458650,성우,KOSDAQ
LKC,489500,엘케이켐,KOSDAQ
AGT,125210,아모그린텍,KOSDAQ
TCM,125020,티씨머티리얼즈,KOSDAQ
GUP,307750,국전약품,KOSDAQ
BCN,146320,비씨엔씨,KOSDAQ
NNT,267320,나인테크,KOSDAQ
OPTI,380540,옵티코어,KOSDAQ
RFN,377450,리파인,KOSDAQ
CGH,264660,씨앤지하이테크,KOSDAQ
INE,60150,인선이엔티,KOSDAQ
SEBO,11560,세보엠이씨,KOSDAQ
KSP,73010,케이에스피,KOSDAQ
SMTH,36710,심텍홀딩스,KOSDAQ
SW,488280,에스투더블유,KOSDAQ
WSL,122990,와이솔,KOSDAQ
KGF,46440,KG파이낸셜,KOSDAQ
SEB,92190,서울바이오시스,KOSDAQ
NET,39860,나노엔텍,KOSDAQ
APTA,293780,압타바이오,KOSDAQ
CTT,220260,켐트로스,KOSDAQ
COME,49430,코메론,KOSDAQ
PLG,47310,파워로직스,KOSDAQ
CTS,355150,코스텍시스,KOSDAQ
CTK,52330,코텍,KOSDAQ
FLT,300080,플리토,KOSDAQ
IA,86890,이수앱지스,KOSDAQ
NOMU,473980,노머스,KOSDAQ
KFT,123410,코리아에프티,KOSDAQ
ACTR,290740,액트로,KOSDAQ
VPZ,82800,비보존 제약,KOSDAQ
IDS,143160,아이디스,KOSDAQ
WYC,101970,우양에이치씨,KOSDAQ
PBL,334970,프레스티지바이오로직스,KOSDAQ
GIR,49080,기가레인,KOSDAQ
SWST,365330,에스와이스틸텍,KOSDAQ
DAG,8830,대동기어,KOSDAQ
SKA,357880,SKAI,KOSDAQ
PRT,445180,퓨릿,KOSDAQ
ALX,475580,에이럭스,KOSDAQ
GNS,389030,지니너스,KOSDAQ
SBC,107600,새빗켐,KOSDAQ
ABK,149950,아바텍,KOSDAQ
CWT,282880,코윈테크,KOSDAQ
ITK,119830,아이텍,KOSDAQ
WPE,217820,원익피앤이,KOSDAQ
PHAS,37070,파세코,KOSDAQ
WPT,101170,우림피티에스,KOSDAQ
WNK,32940,원익,KOSDAQ
ILS,333430,일승,KOSDAQ
HMF,16790,현대사료,KOSDAQ
NWZH,42420,네오위즈홀딩스,KOSDAQ
SI,48870,시너지이노베이션,KOSDAQ
SDE,37350,성도이엔지,KOSDAQ
LYC,388790,라이콤,KOSDAQ
SBX,86980,쇼박스,KOSDAQ
EC,92130,이크레더블,KOSDAQ
DKI,5160,동국산업,KOSDAQ
IRS,264850,이랜시스,KOSDAQ
NMT,242040,나무기술,KOSDAQ
GCG,340450,지씨지놈,KOSDAQ
HWC,54920,한컴위드,KOSDAQ
SLX,290690,소룩스,KOSDAQ
SRM,143240,사람인,KOSDAQ
MACR,38290,마크로젠,KOSDAQ
DMS,68790,DMS,KOSDAQ
DO,88130,동아엘텍,KOSDAQ
KIPS,256940,킵스파마,KOSDAQ
PXB,323990,박셀바이오,KOSDAQ
NPT,217270,넵튠,KOSDAQ
ONM,192410,오늘이엔엠,KOSDAQ
RCT,38390,레드캡투어,KOSDAQ
PSTE,2230,피에스텍,KOSDAQ
IFAM,114840,아이패밀리에스씨,KOSDAQ
LST,322180,LS티라유텍,KOSDAQ
JYC,67000,조이시티,KOSDAQ
CDC,47770,코데즈컴바인,KOSDAQ
NNO,187790,나노,KOSDAQ
COCH,126730,코칩,KOSDAQ
NURI,40160,누리플렉스,KOSDAQ
TISS,204610,티쓰리,KOSDAQ
SYM,54540,삼영엠텍,KOSDAQ
TPM,360070,탑머티리얼,KOSDAQ
EST,47560,이스트소프트,KOSDAQ
SGH,148150,세경하이테크,KOSDAQ
GDW,453450,그리드위즈,KOSDAQ
GGP,282720,금양그린파워,KOSDAQ
ENC,456070,이엔셀,KOSDAQ
DAP,23910,대한약품,KOSDAQ
JLK,322510,제이엘케이,KOSDAQ
FT,83500,에프엔에스테크,KOSDAQ
OPT,131030,옵투스제약,KOSDAQ
CYN,234030,싸이닉솔루션,KOSDAQ
MEDP,235980,메드팩토,KOSDAQ
SPIG,192440,슈피겐코리아,KOSDAQ
YJL,209640,와이제이링크,KOSDAQ
MCP,67280,멀티캠퍼스,KOSDAQ
HANP,408470,한패스,KOSDAQ
GBD,66620,국보디자인,KOSDAQ
TPT,108230,톱텍,KOSDAQ
KAM,62970,한국첨단소재,KOSDAQ
KYUN,11040,경동제약,KOSDAQ
POWE,37030,파워넷,KOSDAQ
LKB,156100,엘앤케이바이오,KOSDAQ
SD,260970,에스앤디,KOSDAQ
STEC,69510,에스텍,KOSDAQ
FGR,163730,핑거,KOSDAQ
CSM,166480,코아스템켐온,KOSDAQ
KRM,93640,케이알엠,KOSDAQ
KNS,53080,케이엔솔,KOSDAQ
AGB,13990,아가방컴퍼니,KOSDAQ
NE,396270,넥스트칩,KOSDAQ
BGT,65450,빅텍,KOSDAQ
GPD,33340,좋은사람들,KOSDAQ
AI,79810,APS이노베이션,KOSDAQ
HBL,452190,한빛레이저,KOSDAQ
DHT,129920,대성하이텍,KOSDAQ
ATI,21080,에이티넘인베스트,KOSDAQ
HME,41440,현대에버다임,KOSDAQ
CBE,182360,큐브엔터,KOSDAQ
YTN,40300,YTN,KOSDAQ
LK,225190,LK삼양,KOSDAQ
ARB,138360,앤로보틱스,KOSDAQ
NFX,85670,뉴프렉스,KOSDAQ
HBS,297890,HB솔루션,KOSDAQ
IHC,71200,인피니트헬스케어,KOSDAQ
WONJ,382840,원준,KOSDAQ
BSB,7330,푸른저축은행,KOSDAQ
SHPR,95190,신화프리텍,KOSDAQ
NCI,63570,NICE인프라,KOSDAQ
SEMY,17510,세명전기,KOSDAQ
SAMB,23600,삼보판지,KOSDAQ
MDC,80420,모다이노칩,KOSDAQ
JSTE,90470,제이스텍,KOSDAQ
BST,66410,버킷스튜디오,KOSDAQ
AUC,331740,아우토크립트,KOSDAQ
KDC,46070,코다코,KOSDAQ
JRI,147830,제룡산업,KOSDAQ
MGT,446540,메가터치,KOSDAQ
DPF,104460,디와이피엔에프,KOSDAQ
MOBI,250060,모비스,KOSDAQ
IDSH,54800,아이디스홀딩스,KOSDAQ
MGS,72870,메가스터디,KOSDAQ
KCCO,21320,KCC건설,KOSDAQ
BMT,86670,비엠티,KOSDAQ
TRT,336680,탑런토탈솔루션,KOSDAQ
WRN,115440,우리넷,KOSDAQ
HF,5860,한일사료,KOSDAQ
SPSO,443670,에스피소프트,KOSDAQ
SA,53700,삼보모터스,KOSDAQ
MSA,123040,엠에스오토텍,KOSDAQ
JAI,417500,제이아이테크,KOSDAQ
OGS,476040,오가노이드사이언스,KOSDAQ
FS,27710,팜스토리,KOSDAQ
SVW,321370,센서뷰,KOSDAQ
YT,24800,유성티엔에스,KOSDAQ
GIS,306620,지아이에스,KOSDAQ
VGC,308080,바이젠셀,KOSDAQ
DRT,214680,디알텍,KOSDAQ
BSL,93190,빅솔론,KOSDAQ
WST,136540,윈스테크넷,KOSDAQ
YAS,255440,야스,KOSDAQ
CBT,49960,쎌바이오텍,KOSDAQ
EP,38110,에코플라스틱,KOSDAQ
CPS,413630,씨피시스템,KOSDAQ
DNC,263720,디앤씨미디어,KOSDAQ
KNW,105330,케이엔더블유,KOSDAQ
CAS,45970,코아시아,KOSDAQ
ANIP,310200,애니플러스,KOSDAQ
MAEH,5990,매일홀딩스,KOSDAQ
HMZ,90850,현대이지웰,KOSDAQ
RSC,42510,라온시큐어,KOSDAQ
DBP,6620,동구바이오제약,KOSDAQ
DBM,240550,동방메디컬,KOSDAQ
TR,246710,티앤알바이오팹,KOSDAQ
WZN,96250,와이즈넛,KOSDAQ
GFI,493330,지에프아이,KOSDAQ
KCI,49720,고려신용정보,KOSDAQ
QMD,464490,쿼드메디슨,KOSDAQ
WNI,136150,원일티엔아이,KOSDAQ
VTR,141000,비아트론,KOSDAQ
ROBO,215100,로보로보,KOSDAQ
GEN,263860,지니언스,KOSDAQ
MES,408920,메쎄이상,KOSDAQ
WEL,95270,웨이브일렉트로,KOSDAQ
DOC,25950,동신건설,KOSDAQ
SYD,109610,에스와이,KOSDAQ
RST,131370,알서포트,KOSDAQ
CKY,307930,컴퍼니케이,KOSDAQ
OAM,52420,오성첨단소재,KOSDAQ
CLX,331920,셀레믹스,KOSDAQ
MRC,49950,미래컴퍼니,KOSDAQ
KX,122450,KX,KOSDAQ
AUR,39830,오로라,KOSDAQ
RCS,71280,로체시스템즈,KOSDAQ
ABE,36010,아비코전자,KOSDAQ
RY,228670,레이,KOSDAQ
OST,226400,오스테오닉,KOSDAQ
SKW,3100,선광,KOSDAQ
DOS,100130,동국S&C,KOSDAQ
QSI,66310,큐에스아이,KOSDAQ
AP,54620,APS,KOSDAQ
ELC,41520,이엘씨,KOSDAQ
EXM,205100,엑셈,KOSDAQ
GDT,35080,그래디언트,KOSDAQ
KTN,89600,KT나스미디어,KOSDAQ
AJX,59120,아진엑스텍,KOSDAQ
LBI,309960,LB인베스트먼트,KOSDAQ
OSH,36220,오상헬스케어,KOSDAQ
GWM,29480,광무,KOSDAQ
XPR,317770,엑스페릭스,KOSDAQ
YNT,67900,와이엔텍,KOSDAQ
TEM,89230,THE E&M,KOSDAQ
HBI,225530,HC보광산업,KOSDAQ
JEN,440,중앙에너비스,KOSDAQ
AML,74430,아미노로직스,KOSDAQ
SYSW,269620,시스웍,KOSDAQ
DM,67990,도이치모터스,KOSDAQ
NWA,463020,뉴엔AI,KOSDAQ
FNM,290720,푸드나무,KOSDAQ
INO,88390,이녹스,KOSDAQ
AMC,92040,아미코젠,KOSDAQ
AB,950130,엑세스바이오,KOSDAQ
AJI,13310,아진산업,KOSDAQ
CUH,63080,컴투스홀딩스,KOSDAQ
NWB,54050,농우바이오,KOSDAQ
JXM,337930,젝시믹스,KOSDAQ
GGW,366030,공구우먼,KOSDAQ
DJS,3310,대주산업,KOSDAQ
POON,23900,풍국주정,KOSDAQ
HMBL,52260,현대바이오랜드,KOSDAQ
SAO,63170,서울옥션,KOSDAQ
PP,389140,포바이포,KOSDAQ
UIL,49520,유아이엘,KOSDAQ
CBM,47820,초록뱀미디어,KOSDAQ
KN,432470,케이엔에스,KOSDAQ
KPH,32300,한국파마,KOSDAQ
HAF,24740,한일단조,KOSDAQ
DSK,109740,디에스케이,KOSDAQ
WBC,53580,웹케시,KOSDAQ
AC,117670,알파칩스,KOSDAQ
SEM,100700,세운메디칼,KOSDAQ
BVJ,489460,바이오비쥬,KOSDAQ
COMM,36690,코맥스,KOSDAQ
MS,9780,엠에스씨,KOSDAQ
GNG,78890,가온그룹,KOSDAQ
WTH,330350,위더스제약,KOSDAQ
HNH,44990,에이치엔에스하이텍,KOSDAQ
SSEK,81180,쎄크,KOSDAQ
NFC,265740,엔에프씨,KOSDAQ
WAT,396470,워트,KOSDAQ
HYL,101670,하이드로리튬,KOSDAQ
COT,448710,코츠테크놀로지,KOSDAQ
IVK,339950,아이비김영,KOSDAQ
SANG,38540,상상인,KOSDAQ
SEON,86710,선진뷰티사이언스,KOSDAQ
DCS,223250,드림씨아이에스,KOSDAQ
EAM,131400,이브이첨단소재,KOSDAQ
BFD,251120,바이오에프디엔씨,KOSDAQ
IBO,48530,인트론바이오,KOSDAQ
PURE,370090,퓨런티어,KOSDAQ
SDL,411080,샌즈랩,KOSDAQ
PIB,388870,파로스아이바이오,KOSDAQ
MBM,59210,메타바이오메드,KOSDAQ
MDL,417970,모델솔루션,KOSDAQ
WSF,73560,우리손에프앤지,KOSDAQ
GRB,381620,제닉스로보틱스,KOSDAQ
SNM,294630,서남,KOSDAQ
ECT,99750,이지케어텍,KOSDAQ
MOT,413390,엠오티,KOSDAQ
MCD,305090,마이크로디지탈,KOSDAQ
SRS,424960,스마트레이더시스템,KOSDAQ
IMT,451220,아이엠티,KOSDAQ
MAI,377480,마음AI,KOSDAQ
HTFE,18120,진로발효,KOSDAQ
SEAH,396300,세아메카닉스,KOSDAQ
TGC,26150,특수건설,KOSDAQ
KTM,418470,KT밀리의서재,KOSDAQ
MERC,100590,머큐리,KOSDAQ
LGN,33290,로젠,KOSDAQ
RNG,42500,링네트,KOSDAQ
FLK,41590,플래스크,KOSDAQ
GSO,51160,지어소프트,KOSDAQ
DBL,78140,대봉엘에스,KOSDAQ
UT,142210,유니트론텍,KOSDAQ
GGS,53260,금강철강,KOSDAQ
SBV,330730,스톤브릿지벤처스,KOSDAQ
KPF,24880,케이피에프,KOSDAQ
CRV,96240,크레버스,KOSDAQ
TS,277880,티에스아이,KOSDAQ
MBS,101330,모베이스,KOSDAQ
NEKS,205500,넥써쓰,KOSDAQ
SJT,36630,세종텔레콤,KOSDAQ
MDS,86960,MDS테크,KOSDAQ
TNTH,298540,더네이쳐홀딩스,KOSDAQ
SRC,14970,삼륭물산,KOSDAQ
SELV,208370,셀바스헬스케어,KOSDAQ
YJI,30960,양지사,KOSDAQ
BM,439580,블루엠텍,KOSDAQ
AL,172670,에이엘티,KOSDAQ
ET,91120,이엠텍,KOSDAQ
CDG,362320,청담글로벌,KOSDAQ
OBE,49480,오픈베이스,KOSDAQ
HB,278650,HLB바이오스텝,KOSDAQ
TET,66700,테라젠이텍스,KOSDAQ
SCC,48550,SM C&C,KOSDAQ
GEL,311320,지오엘리먼트,KOSDAQ
JW,67290,JW신약,KOSDAQ
ICD,40910,아이씨디,KOSDAQ
BSM,38460,바이오스마트,KOSDAQ
SPSY,317830,에스피시스템스,KOSDAQ
YM,273640,와이엠텍,KOSDAQ
GHOS,950190,고스트스튜디오,KOSDAQ
DAEC,96350,대창솔루션,KOSDAQ
GIT,382480,지아이텍,KOSDAQ
LBG,84650,랩지노믹스,KOSDAQ
SHNA,11370,서한,KOSDAQ
KET,39340,한국경제TV,KOSDAQ
DLS,303810,동국생명과학,KOSDAQ
OPS,173130,오파스넷,KOSDAQ
MTO,201490,미투온,KOSDAQ
CTG,217330,싸이토젠,KOSDAQ
QURA,348080,큐라티스,KOSDAQ
JCC,137950,제이씨케미칼,KOSDAQ
DKL,105740,디케이락,KOSDAQ
DPN,315640,딥노이드,KOSDAQ
PRB,460940,피앤에스로보틱스,KOSDAQ
HRN,149980,하이로닉,KOSDAQ
PLA,39980,폴라리스AI,KOSDAQ
HAB,59270,해성에어로보틱스,KOSDAQ
EDF,105550,엣지파운드리,KOSDAQ
SGE,419050,삼기에너지솔루션즈,KOSDAQ
ALCH,347860,알체라,KOSDAQ
ADF,238090,앤디포스,KOSDAQ
HPO,357230,에이치피오,KOSDAQ
OCC,382150,온코크로스,KOSDAQ
YHT,265560,영화테크,KOSDAQ
TGS,191420,테고사이언스,KOSDAQ
ANK,1540,안국약품,KOSDAQ
MXS,7820,엠엑스로보틱스,KOSDAQ
PJE,6140,피제이전자,KOSDAQ
DAH,41930,동아화성,KOSDAQ
TWL,124560,태웅로직스,KOSDAQ
BSE,72950,빛샘전자,KOSDAQ
DAEB,290670,대보마그네틱,KOSDAQ
LCT,171120,라이온켐텍,KOSDAQ
IRN,65440,이루온,KOSDAQ
HCC,60560,HC홈센타,KOSDAQ
CJB,311690,CJ 바이오사이언스,KOSDAQ
SGT,20710,시공테크,KOSDAQ
ASP,159010,아스플로,KOSDAQ
WDT,348350,위드텍,KOSDAQ
HUMA,205470,휴마시스,KOSDAQ
SAP,9300,삼아제약,KOSDAQ
WBL,65530,와이어블,KOSDAQ
SZN,253840,수젠텍,KOSDAQ
LCL,412350,레이저쎌,KOSDAQ
ILT,19540,일지테크,KOSDAQ
HSV,39610,화성밸브,KOSDAQ
DNP,54670,대한뉴팜,KOSDAQ
GBL,348150,고바이오랩,KOSDAQ
HLHP,46210,HLB파나진,KOSDAQ
SMOT,66590,스모트로닉,KOSDAQ
IMBD,461030,아이엠비디엑스,KOSDAQ
STM,352090,스톰테크,KOSDAQ
APR,262260,에이프로,KOSDAQ
KTGM,43610,KT지니뮤직,KOSDAQ
SOLB,35610,솔본,KOSDAQ
RYC,228850,레이언스,KOSDAQ
CGI,83790,CG인바이츠,KOSDAQ
SPH,94840,슈프리마에이치큐,KOSDAQ
DAEJ,120240,대정화금,KOSDAQ
WSI,299170,더블유에스아이,KOSDAQ
DIGI,33130,디지틀조선,KOSDAQ
MGM,58630,엠게임,KOSDAQ
MXO,347890,엠엑스온,KOSDAQ
II,33230,인성정보,KOSDAQ
ESTR,234300,에스트래픽,KOSDAQ
CLD,299660,셀리드,KOSDAQ
SBI,19550,SBI인베스트먼트,KOSDAQ
JHS,33320,제이씨현시스템,KOSDAQ
KNN,58400,KNN,KOSDAQ
UBI,82850,우리바이오,KOSDAQ
HUM,175140,휴먼테크놀로지,KOSDAQ
ASTA,246720,아스타,KOSDAQ
LDC,12700,리드코프,KOSDAQ
UWD,46940,우원개발,KOSDAQ
SGSO,184230,SGA솔루션즈,KOSDAQ
MTL,463480,모티브링크,KOSDAQ
CHE,4650,창해에탄올,KOSDAQ
CCS,66790,씨씨에스,KOSDAQ
UTC,241690,유니테크노,KOSDAQ
VT,251630,브이원텍,KOSDAQ
DMC,60570,드림어스컴퍼니,KOSDAQ
YRT,48430,유라테크,KOSDAQ
DAWO,68240,다원시스,KOSDAQ
CMB,222040,코스맥스엔비티,KOSDAQ
AIAE,52860,아이앤씨,KOSDAQ
SEOW,93920,서원인텍,KOSDAQ
ASTE,453860,에이에스텍,KOSDAQ
DWE,263600,덕우전자,KOSDAQ
WNX,44340,위닉스,KOSDAQ
REME,302550,리메드,KOSDAQ
SN,38680,에스넷,KOSDAQ
KOV,56360,코위버,KOSDAQ
NAO,212560,네오오토,KOSDAQ
RVC,443250,레뷰코퍼레이션,KOSDAQ
HANU,91440,한울소재과학,KOSDAQ
THIN,84730,팅크웨어,KOSDAQ
DWM,48910,대원미디어,KOSDAQ
SAPH,14950,삼익제약,KOSDAQ
KOW,25550,한국선재,KOSDAQ
GE,217190,제너셈,KOSDAQ
DNX,323350,다원넥스뷰,KOSDAQ
JJ,40420,정상제이엘에스,KOSDAQ
HLGE,187420,HLB제넥스,KOSDAQ
CTB,60590,씨티씨바이오,KOSDAQ
KOR,54040,한국컴퓨터,KOSDAQ
PAP,41910,폴라리스AI파마,KOSDAQ
CVI,261780,차백신연구소,KOSDAQ
HDHT,39010,현대에이치티,KOSDAQ
KSI,192250,케이사인,KOSDAQ
KBM,24840,KBI메탈,KOSDAQ
SEWO,24830,세원물산,KOSDAQ
NVK,67570,엔브이에이치코리아,KOSDAQ
DSM,104040,디에스엠,KOSDAQ
CVK,72020,중앙백신,KOSDAQ
FSN,214270,FSN,KOSDAQ
ATS,71670,에이테크솔루션,KOSDAQ
JKG,126880,제이엔케이글로벌,KOSDAQ
SGCE,16250,SGC E&C,KOSDAQ
COSE,360350,코셈,KOSDAQ
CFC,110790,크리스에프앤씨,KOSDAQ
HUBI,65510,휴비츠,KOSDAQ
KAU,102370,케이옥션,KOSDAQ
KON,391710,코닉오토메이션,KOSDAQ
SONI,88280,쏘닉스,KOSDAQ
OP,109080,옵티시스,KOSDAQ
PIA,451250,삐아,KOSDAQ
ARC,203690,아크솔루션스,KOSDAQ
SHS,2800,신신제약,KOSDAQ
SU,67370,선바이오,KOSDAQ
SGO,140070,서플러스글로벌,KOSDAQ
HMIN,170030,현대공업,KOSDAQ
PINT,131760,파인텍,KOSDAQ
BTC,32850,비트컴퓨터,KOSDAQ
BYI,478560,블랙야크아이앤씨,KOSDAQ
ENER,19990,에너토크,KOSDAQ
CRM,900250,크리스탈신소재,KOSDAQ
DVI,27830,대성창투,KOSDAQ
SDN,99220,SDN,KOSDAQ
ARN,163280,에어레인,KOSDAQ
SENC,347000,센코,KOSDAQ
PJM,128660,피제이메탈,KOSDAQ
NDB,130580,나이스디앤비,KOSDAQ
DTS,263800,데이타솔루션,KOSDAQ
LMN,294140,레몬,KOSDAQ
INCR,216050,인크로스,KOSDAQ
NUL,376930,노을,KOSDAQ
YES,53280,예스24,KOSDAQ
TFL,81150,티플랙스,KOSDAQ
INX,452400,이닉스,KOSDAQ
UNQ,11320,유니크,KOSDAQ
ETK,227950,엔투텍,KOSDAQ
HRS,36640,HRS,KOSDAQ
WZT,36090,위지트,KOSDAQ
RPS,214260,라파스,KOSDAQ
NIT,950220,네오이뮨텍,KOSDAQ
BBG,14470,부방,KOSDAQ
MTN,424980,마이크로투나노,KOSDAQ
PLK,64800,포니링크,KOSDAQ
BLT,94940,푸른기술,KOSDAQ
MBL,207760,미스터블루,KOSDAQ
WIT,459100,위츠,KOSDAQ
HEER,37440,희림,KOSDAQ
AIT,45660,에이텍,KOSDAQ
ASM,136410,아셈스,KOSDAQ
INI,215790,이노인스트루먼트,KOSDAQ
GRE,142280,녹십자엠에스,KOSDAQ
RSL,217500,러셀,KOSDAQ
KXT,52900,KX하이텍,KOSDAQ
URI,215360,우리산업,KOSDAQ
NI,111710,남화산업,KOSDAQ
UBIV,89850,유비벨록스,KOSDAQ
CHR,378800,샤페론,KOSDAQ
CLM,49180,셀루메드,KOSDAQ
ECL,183490,엔지켐생명과학,KOSDAQ
DABO,340360,다보링크,KOSDAQ
WPL,123420,위메이드플레이,KOSDAQ
IST,212710,아이에스티이,KOSDAQ
JDW,208140,정다운,KOSDAQ
KEYS,475430,키스트론,KOSDAQ
EGS,261520,이지스,KOSDAQ
NED,168330,내츄럴엔도텍,KOSDAQ
ART,321820,아티스트컴퍼니,KOSDAQ
PANG,222110,팬젠,KOSDAQ
KOE,41460,한국전자인증,KOSDAQ
DLP,17650,대림제지,KOSDAQ
TMCN,241790,티이엠씨씨엔에스,KOSDAQ
NPN,104620,노랑풍선,KOSDAQ
GLP,204840,지엘팜텍,KOSDAQ
IQR,175250,아이큐어,KOSDAQ
HAC,66980,한성크린텍,KOSDAQ
SCN,53450,세코닉스,KOSDAQ
JMS,412540,제일엠앤에스,KOSDAQ
ECS,435570,에르코스,KOSDAQ
STEA,458350,에스팀,KOSDAQ
SMR,408900,스튜디오미르,KOSDAQ
TOP,134580,탑코미디어,KOSDAQ
TJM,32540,TJ미디어,KOSDAQ
QTM,317690,퀀타매트릭스,KOSDAQ
EGNH,39020,이건홀딩스,KOSDAQ
INM,302430,이노메트리,KOSDAQ
SENI,37760,쎄니트,KOSDAQ
YUSH,54930,유신,KOSDAQ
OPTA,153710,옵티팜,KOSDAQ
RFT,61040,알에프텍,KOSDAQ
NPX,222160,NPX,KOSDAQ
ZTS,159580,제로투세븐,KOSDAQ
TSIN,246690,TS인베스트먼트,KOSDAQ
HWP,61250,화일약품,KOSDAQ
JIES,53050,지에스이,KOSDAQ
BTP,49470,비트플래닛,KOSDAQ
HSO,76610,해성옵틱스,KOSDAQ
DMO,317850,대모,KOSDAQ
JSN,446840,지슨,KOSDAQ
KF,4590,한국가구,KOSDAQ
SCB,24950,삼천리자전거,KOSDAQ
SIGN,33170,시그네틱스,KOSDAQ
SRG,43710,서울리거,KOSDAQ
GYEO,39240,경남스틸,KOSDAQ
CJT,94850,참좋은여행,KOSDAQ
NFT,290660,네오펙트,KOSDAQ
YMC,155650,와이엠씨,KOSDAQ
SHST,162300,신스틸,KOSDAQ
SSIT,260930,씨티케이,KOSDAQ
NBR,145170,노브랜드,KOSDAQ
PIC,321260,프로이천,KOSDAQ
GSD,43650,국순당,KOSDAQ
TRN,417790,트루엔,KOSDAQ
STB,226330,신테카바이오,KOSDAQ
ENB,317870,엔바이오니아,KOSDAQ
AEC,127710,아시아경제,KOSDAQ
FNC,127980,화인써키트,KOSDAQ
SJC,42940,상지건설,KOSDAQ
IGLO,67920,이글루,KOSDAQ
SIP,12790,신일제약,KOSDAQ
KYU,24910,경창산업,KOSDAQ
MN,33310,엠투엔,KOSDAQ
